time	V(out)
5.678145788324186e-007	4.018457e-001
5.685958288324186e-007	4.014376e-001
5.693770788324186e-007	4.009166e-001
5.701583288324187e-007	4.002084e-001
5.709395788324187e-007	3.991860e-001
5.717208288324187e-007	3.976674e-001
5.725020788324187e-007	3.954500e-001
5.732833288324187e-007	3.923762e-001
5.740645788324188e-007	3.883924e-001
5.748458288324188e-007	3.835545e-001
5.756270788324188e-007	3.779756e-001
5.764083288324188e-007	3.717690e-001
5.771895788324188e-007	3.650259e-001
5.779708288324188e-007	3.578187e-001
5.787520788324189e-007	3.502061e-001
5.795333288324189e-007	3.422355e-001
5.803145788324189e-007	3.339449e-001
5.810958288324189e-007	3.253641e-001
5.818770788324189e-007	3.165168e-001
5.826583288324190e-007	3.074222e-001
5.834395788324190e-007	2.980968e-001
5.842208288324190e-007	2.885547e-001
5.850020788324190e-007	2.788085e-001
5.857833288324190e-007	2.688697e-001
5.865645788324191e-007	2.587487e-001
5.873458288324191e-007	2.484553e-001
5.881270788324191e-007	2.379987e-001
5.889083288324191e-007	2.273878e-001
5.896895788324191e-007	2.166308e-001
5.904708288324192e-007	2.057361e-001
5.912520788324192e-007	1.947114e-001
5.920333288324192e-007	1.835645e-001
5.928145788324192e-007	1.723032e-001
5.935958288324192e-007	1.609348e-001
5.943770788324192e-007	1.494668e-001
5.951583288324193e-007	1.379066e-001
5.959395788324193e-007	1.262615e-001
5.967208288324193e-007	1.145390e-001
5.975020788324193e-007	1.027462e-001
5.982833288324193e-007	9.089043e-002
5.990645788324194e-007	7.897907e-002
5.998458288324194e-007	6.701943e-002
6.006270788324194e-007	5.501883e-002
6.014083288324194e-007	4.298461e-002
6.021895788324194e-007	3.092412e-002
6.029708288324195e-007	1.884471e-002
6.037520788324195e-007	6.753745e-003
6.045333288324195e-007	-5.341427e-003
6.053145788324195e-007	-1.743348e-002
6.060958288324195e-007	-2.951508e-002
6.068770788324195e-007	-4.157897e-002
6.076583288324196e-007	-5.361787e-002
6.084395788324196e-007	-6.562457e-002
6.092208288324196e-007	-7.759189e-002
6.100020788324196e-007	-8.951267e-002
6.107833288324196e-007	-1.013798e-001
6.115645788324197e-007	-1.131861e-001
6.123458288324197e-007	-1.249246e-001
6.131270788324197e-007	-1.365882e-001
6.139083288324197e-007	-1.481698e-001
6.146895788324197e-007	-1.596622e-001
6.154708288324198e-007	-1.710585e-001
6.162520788324198e-007	-1.823516e-001
6.170333288324198e-007	-1.935342e-001
6.178145788324198e-007	-2.045993e-001
6.185958288324198e-007	-2.155397e-001
6.193770788324199e-007	-2.263481e-001
6.201583288324199e-007	-2.370170e-001
6.209395788324199e-007	-2.475386e-001
6.217208288324199e-007	-2.579045e-001
6.225020788324199e-007	-2.681054e-001
6.232833288324199e-007	-2.781304e-001
6.240645788324200e-007	-2.879667e-001
6.248458288324200e-007	-2.975992e-001
6.256270788324200e-007	-3.070109e-001
6.264083288324200e-007	-3.161836e-001
6.271895788324200e-007	-3.250979e-001
6.279708288324201e-007	-3.337335e-001
6.287520788324201e-007	-3.420680e-001
6.295333288324201e-007	-3.500770e-001
6.303145788324201e-007	-3.577334e-001
6.310958288324201e-007	-3.650076e-001
6.318770788324202e-007	-3.718678e-001
6.326583288324202e-007	-3.782809e-001
6.334395788324202e-007	-3.842131e-001
6.342208288324202e-007	-3.896308e-001
6.350020788324202e-007	-3.945015e-001
6.357833288324203e-007	-3.988004e-001
6.365645788324203e-007	-4.025199e-001
6.373458288324203e-007	-4.056794e-001
6.381270788324203e-007	-4.083255e-001
6.389083288324203e-007	-4.105217e-001
6.396895788324203e-007	-4.123422e-001
6.404033306570909e-007	-4.137191e-001
6.411845806570910e-007	-4.149659e-001
6.419658306570910e-007	-4.159982e-001
6.427470806570910e-007	-4.168487e-001
6.435283306570910e-007	-4.175496e-001
6.443095806570910e-007	-4.181274e-001
6.450908306570911e-007	-4.186040e-001
6.466533306570911e-007	-4.193215e-001
6.482158306570911e-007	-4.198098e-001
6.497783306570912e-007	-4.201411e-001
6.505595806570912e-007	-4.202636e-001
6.521220806570912e-007	-4.204445e-001
6.544658306570913e-007	-4.205987e-001
6.560283306570913e-007	-4.206451e-001
6.575908306570914e-007	-4.206555e-001
6.583720806570914e-007	-4.206482e-001
6.591533306570914e-007	-4.206326e-001
6.599345806570914e-007	-4.206084e-001
6.607158306570914e-007	-4.205748e-001
6.614970806570915e-007	-4.205310e-001
6.622783306570915e-007	-4.204755e-001
6.630595806570915e-007	-4.204062e-001
6.638408306570915e-007	-4.203204e-001
6.646220806570915e-007	-4.202138e-001
6.654033306570916e-007	-4.200803e-001
6.661845806570916e-007	-4.199104e-001
6.669658306570916e-007	-4.196890e-001
6.677470806570916e-007	-4.193901e-001
6.685283306570916e-007	-4.189680e-001
6.693095806570917e-007	-4.183395e-001
6.700908306570917e-007	-4.173560e-001
6.708720806570917e-007	-4.158491e-001
6.714344166357308e-007	-4.142506e-001
6.719492610891897e-007	-4.122165e-001
6.724775944596263e-007	-4.094544e-001
6.732486412747481e-007	-4.044291e-001
6.740298912747481e-007	-3.985161e-001
6.746539860875616e-007	-3.933078e-001
6.753200535943390e-007	-3.873835e-001
6.761013035943390e-007	-3.800869e-001
6.768825535943390e-007	-3.724686e-001
6.776638035943391e-007	-3.645537e-001
6.784450535943391e-007	-3.563716e-001
6.792263035943391e-007	-3.479444e-001
6.800075535943391e-007	-3.392887e-001
6.807888035943391e-007	-3.304171e-001
6.815700535943392e-007	-3.213393e-001
6.823513035943392e-007	-3.120640e-001
6.831325535943392e-007	-3.025983e-001
6.839138035943392e-007	-2.929494e-001
6.846950535943392e-007	-2.831236e-001
6.854763035943393e-007	-2.731275e-001
6.862575535943393e-007	-2.629674e-001
6.870388035943393e-007	-2.526496e-001
6.878200535943393e-007	-2.421805e-001
6.886013035943393e-007	-2.315664e-001
6.893825535943394e-007	-2.208137e-001
6.901638035943394e-007	-2.099290e-001
6.909450535943394e-007	-1.989188e-001
6.917263035943394e-007	-1.877896e-001
6.925075535943394e-007	-1.765480e-001
6.932888035943394e-007	-1.652008e-001
6.940700535943395e-007	-1.537545e-001
6.948513035943395e-007	-1.422160e-001
6.956325535943395e-007	-1.305921e-001
6.964138035943395e-007	-1.188895e-001
6.971950535943395e-007	-1.071151e-001
6.979763035943396e-007	-9.527592e-002
6.987575535943396e-007	-8.337899e-002
6.995388035943396e-007	-7.143137e-002
7.003200535943396e-007	-5.944021e-002
7.011013035943396e-007	-4.741274e-002
7.018825535943397e-007	-3.535622e-002
7.026638035943397e-007	-2.327797e-002
7.034450535943397e-007	-1.118533e-002
7.042263035943397e-007	9.143284e-004
7.050075535943397e-007	1.301362e-002
7.057888035943398e-007	2.510515e-002
7.065700535943398e-007	3.718155e-002
7.073513035943398e-007	4.923546e-002
7.081325535943398e-007	6.125952e-002
7.089138035943398e-007	7.324643e-002
7.096950535943398e-007	8.518890e-002
7.104763035943399e-007	9.707964e-002
7.112575535943399e-007	1.089115e-001
7.120388035943399e-007	1.206771e-001
7.128200535943399e-007	1.323695e-001
7.136013035943399e-007	1.439814e-001
7.143825535943400e-007	1.555057e-001
7.151638035943400e-007	1.669353e-001
7.159450535943400e-007	1.782632e-001
7.167263035943400e-007	1.894822e-001
7.175075535943400e-007	2.005854e-001
7.182888035943401e-007	2.115656e-001
7.190700535943401e-007	2.224157e-001
7.198513035943401e-007	2.331282e-001
7.206325535943401e-007	2.436955e-001
7.214138035943401e-007	2.541089e-001
7.221950535943402e-007	2.643582e-001
7.229763035943402e-007	2.744312e-001
7.237575535943402e-007	2.843124e-001
7.245388035943402e-007	2.939840e-001
7.253200535943402e-007	3.034264e-001
7.261013035943402e-007	3.126190e-001
7.268825535943403e-007	3.215396e-001
7.276638035943403e-007	3.301642e-001
7.284450535943403e-007	3.384660e-001
7.292263035943403e-007	3.464143e-001
7.300075535943403e-007	3.539715e-001
7.307888035943404e-007	3.610833e-001
7.315700535943404e-007	3.676584e-001
7.323513035943404e-007	3.735641e-001
7.331325535943404e-007	3.786827e-001
7.339138035943404e-007	3.829904e-001
7.346950535943405e-007	3.865638e-001
7.354763035943405e-007	3.895175e-001
7.362575535943405e-007	3.919589e-001
7.370388035943405e-007	3.939788e-001
7.378200535943405e-007	3.956527e-001
7.386013035943405e-007	3.970429e-001
7.393825535943406e-007	3.982002e-001
7.401638035943406e-007	3.991662e-001
7.409450535943406e-007	3.999749e-001
7.417263035943406e-007	4.006537e-001
7.425075535943406e-007	4.012252e-001
7.432888035943407e-007	4.017076e-001
7.440700535943407e-007	4.021158e-001
7.448513035943407e-007	4.024618e-001
7.464138035943407e-007	4.030047e-001
7.479763035943408e-007	4.033948e-001
7.495388035943408e-007	4.036706e-001
7.511013035943409e-007	4.038576e-001
7.526638035943409e-007	4.039722e-001
7.542263035943409e-007	4.040249e-001
7.557888035943410e-007	4.040218e-001
7.565700535943410e-007	4.040004e-001
7.573513035943410e-007	4.039660e-001
7.581325535943410e-007	4.039184e-001
7.589138035943410e-007	4.038576e-001
7.596950535943411e-007	4.037831e-001
7.604763035943411e-007	4.036946e-001
7.612575535943411e-007	4.035910e-001
7.620388035943411e-007	4.034716e-001
7.628200535943411e-007	4.033349e-001
7.636013035943412e-007	4.031792e-001
7.643825535943412e-007	4.030021e-001
7.651638035943412e-007	4.028004e-001
7.659450535943412e-007	4.025696e-001
7.667263035943412e-007	4.023030e-001
7.675075535943413e-007	4.019904e-001
7.682888035943413e-007	4.016145e-001
7.690700535943413e-007	4.011444e-001
7.698513035943413e-007	4.005217e-001
7.706325535943413e-007	3.996418e-001
7.714138035943413e-007	3.983424e-001
7.721950535943414e-007	3.964227e-001
7.729763035943414e-007	3.936985e-001
7.737575535943414e-007	3.900712e-001
7.745388035943414e-007	3.855572e-001
7.753200535943414e-007	3.802551e-001
7.761013035943415e-007	3.742831e-001
7.768825535943415e-007	3.677414e-001
7.776638035943415e-007	3.607089e-001
7.784450535943415e-007	3.532494e-001
7.792263035943415e-007	3.454145e-001
7.800075535943416e-007	3.372457e-001
7.807888035943416e-007	3.287759e-001
7.815700535943416e-007	3.200307e-001
7.823513035943416e-007	3.110313e-001
7.831325535943416e-007	3.017948e-001
7.839138035943417e-007	2.923363e-001
7.846950535943417e-007	2.826689e-001
7.854763035943417e-007	2.728045e-001
7.862575535943417e-007	2.627539e-001
7.870388035943417e-007	2.525271e-001
7.878200535943417e-007	2.421336e-001
7.886013035943418e-007	2.315823e-001
7.893825535943418e-007	2.208817e-001
7.901638035943418e-007	2.100402e-001
7.909450535943418e-007	1.990656e-001
7.917263035943418e-007	1.879659e-001
7.925075535943419e-007	1.767486e-001
7.932888035943419e-007	1.654214e-001
7.940700535943419e-007	1.539916e-001
7.948513035943419e-007	1.424668e-001
7.956325535943419e-007	1.308542e-001
7.964138035943420e-007	1.191613e-001
7.971950535943420e-007	1.073952e-001
7.979763035943420e-007	9.556331e-002
7.987575535943420e-007	8.367295e-002
7.995388035943420e-007	7.173568e-002
8.000000000000000e-007	6.467054e-002
