time	V(out)
3.091648939148846e-007	1.532549e-001
3.101648939148846e-007	1.828138e-001
3.111648939148846e-007	2.119585e-001
3.121648939148847e-007	2.401929e-001
3.131648939148847e-007	2.669801e-001
3.136114596275229e-007	2.779272e-001
3.142392849638952e-007	2.916842e-001
3.148020876449363e-007	3.026139e-001
3.154091094266784e-007	3.126764e-001
3.164091094266784e-007	3.264943e-001
3.174091094266784e-007	3.377426e-001
3.184091094266785e-007	3.466988e-001
3.194091094266785e-007	3.538937e-001
3.204091094266785e-007	3.597330e-001
3.214091094266785e-007	3.645228e-001
3.224091094266785e-007	3.684934e-001
3.234091094266786e-007	3.718177e-001
3.244091094266786e-007	3.746260e-001
3.254091094266786e-007	3.770163e-001
3.264091094266786e-007	3.790637e-001
3.274091094266787e-007	3.808258e-001
3.284091094266787e-007	3.823481e-001
3.294091094266787e-007	3.836669e-001
3.304091094266787e-007	3.848121e-001
3.314091094266787e-007	3.858085e-001
3.324091094266788e-007	3.866767e-001
3.334091094266788e-007	3.874344e-001
3.344091094266788e-007	3.880964e-001
3.354091094266788e-007	3.886754e-001
3.364091094266789e-007	3.891823e-001
3.374091094266789e-007	3.896267e-001
3.384091094266789e-007	3.900165e-001
3.394091094266789e-007	3.903589e-001
3.404091094266789e-007	3.906601e-001
3.414091094266790e-007	3.909254e-001
3.424091094266790e-007	3.911594e-001
3.434091094266790e-007	3.913662e-001
3.444091094266790e-007	3.915493e-001
3.454091094266791e-007	3.917117e-001
3.464091094266791e-007	3.918559e-001
3.474091094266791e-007	3.919841e-001
3.484091094266791e-007	3.920981e-001
3.494091094266791e-007	3.921996e-001
3.504091094266792e-007	3.922896e-001
3.514091094266792e-007	3.923692e-001
3.524091094266792e-007	3.924391e-001
3.534091094266792e-007	3.924999e-001
3.544091094266793e-007	3.925518e-001
3.554091094266793e-007	3.925951e-001
3.564091094266793e-007	3.926294e-001
3.574091094266793e-007	3.926546e-001
3.584091094266793e-007	3.926701e-001
3.594091094266794e-007	3.926751e-001
3.604091094266794e-007	3.926687e-001
3.614091094266794e-007	3.926494e-001
3.624091094266794e-007	3.926157e-001
3.634091094266795e-007	3.925657e-001
3.644091094266795e-007	3.924970e-001
3.654091094266795e-007	3.924070e-001
3.664091094266795e-007	3.922925e-001
3.674091094266795e-007	3.921499e-001
3.684091094266796e-007	3.919752e-001
3.694091094266796e-007	3.917637e-001
3.704091094266796e-007	3.915100e-001
3.714091094266796e-007	3.912080e-001
3.724091094266797e-007	3.908509e-001
3.734091094266797e-007	3.904307e-001
3.744091094266797e-007	3.899390e-001
3.754091094266797e-007	3.893660e-001
3.764091094266797e-007	3.887018e-001
3.774091094266798e-007	3.879356e-001
3.784091094266798e-007	3.870560e-001
3.794091094266798e-007	3.860500e-001
3.804091094266798e-007	3.849024e-001
3.814091094266799e-007	3.835936e-001
3.824091094266799e-007	3.820968e-001
3.834091094266799e-007	3.803732e-001
3.844091094266799e-007	3.783635e-001
3.854091094266799e-007	3.759704e-001
3.864091094266800e-007	3.730198e-001
3.874091094266800e-007	3.691669e-001
3.884091094266800e-007	3.637378e-001
3.894091094266800e-007	3.557445e-001
3.904091094266801e-007	3.444589e-001
3.913202648410158e-007	3.310738e-001
3.923202648410158e-007	3.133956e-001
3.933202648410158e-007	2.932509e-001
3.943202648410158e-007	2.710285e-001
3.953202648410159e-007	2.471142e-001
3.963202648410159e-007	2.218231e-001
3.973202648410159e-007	1.954136e-001
3.983202648410159e-007	1.680958e-001
3.993202648410160e-007	1.400428e-001
4.003202648410160e-007	1.113981e-001
4.013202648410160e-007	8.228279e-002
4.023202648410160e-007	5.280041e-002
4.033202648410160e-007	2.304071e-002
4.043202648410161e-007	-6.917327e-003
4.053202648410161e-007	-3.700371e-002
4.063202648410161e-007	-6.715532e-002
4.073202648410161e-007	-9.731442e-002
4.083202648410162e-007	-1.274265e-001
4.093202648410162e-007	-1.574362e-001
4.103202648410162e-007	-1.872763e-001
4.113202648410162e-007	-2.168237e-001
4.123202648410162e-007	-2.458936e-001
4.130162398882311e-007	-2.655320e-001
4.137844967250984e-007	-2.862177e-001
4.145052432325718e-007	-3.043882e-001
4.151810368355540e-007	-3.199687e-001
4.158621736936655e-007	-3.341435e-001
4.163688038065149e-007	-3.436410e-001
4.167533150727575e-007	-3.501382e-001
4.171960867692608e-007	-3.569568e-001
4.175435691104850e-007	-3.618358e-001
4.179870322664269e-007	-3.674932e-001
4.183901222219653e-007	-3.721485e-001
4.189009353118031e-007	-3.774143e-001
4.194853103430572e-007	-3.826903e-001
4.202892819564591e-007	-3.888762e-001
4.211549946989795e-007	-3.943932e-001
4.221549946989795e-007	-3.995247e-001
4.231549946989796e-007	-4.035978e-001
4.241549946989796e-007	-4.067914e-001
4.251549946989796e-007	-4.092898e-001
4.261549946989796e-007	-4.112406e-001
4.271549946989797e-007	-4.127613e-001
4.281549946989797e-007	-4.139449e-001
4.291549946989797e-007	-4.148654e-001
4.301549946989797e-007	-4.155807e-001
4.311549946989797e-007	-4.161364e-001
4.321549946989798e-007	-4.165682e-001
4.331549946989798e-007	-4.169040e-001
4.341549946989798e-007	-4.171655e-001
4.351549946989798e-007	-4.173695e-001
4.361549946989799e-007	-4.175291e-001
4.371549946989799e-007	-4.176545e-001
4.381549946989799e-007	-4.177535e-001
4.391549946989799e-007	-4.178321e-001
4.401549946989799e-007	-4.178951e-001
4.411549946989800e-007	-4.179461e-001
4.421549946989800e-007	-4.179878e-001
4.431549946989800e-007	-4.180224e-001
4.441549946989800e-007	-4.180515e-001
4.451549946989801e-007	-4.180764e-001
4.461549946989801e-007	-4.180981e-001
4.471549946989801e-007	-4.181172e-001
4.481549946989801e-007	-4.181345e-001
4.491549946989801e-007	-4.181502e-001
4.501549946989802e-007	-4.181648e-001
4.511549946989802e-007	-4.181786e-001
4.521549946989802e-007	-4.181916e-001
4.531549946989802e-007	-4.182041e-001
4.541549946989803e-007	-4.182162e-001
4.551549946989803e-007	-4.182279e-001
4.561549946989803e-007	-4.182393e-001
4.571549946989803e-007	-4.182505e-001
4.581549946989803e-007	-4.182615e-001
4.591549946989804e-007	-4.182723e-001
4.601549946989804e-007	-4.182828e-001
4.611549946989804e-007	-4.182931e-001
4.621549946989804e-007	-4.183032e-001
4.631549946989805e-007	-4.183129e-001
4.641549946989805e-007	-4.183222e-001
4.651549946989805e-007	-4.183310e-001
4.661549946989805e-007	-4.183391e-001
4.671549946989805e-007	-4.183463e-001
4.681549946989806e-007	-4.183522e-001
4.691549946989806e-007	-4.183565e-001
4.701549946989806e-007	-4.183586e-001
4.711549946989806e-007	-4.183575e-001
4.721549946989807e-007	-4.183522e-001
4.731549946989807e-007	-4.183408e-001
4.741549946989807e-007	-4.183211e-001
4.751549946989807e-007	-4.182896e-001
4.761549946989807e-007	-4.182416e-001
4.771549946989808e-007	-4.181700e-001
4.781549946989807e-007	-4.180652e-001
4.791549946989807e-007	-4.179131e-001
4.801549946989807e-007	-4.176929e-001
4.811549946989806e-007	-4.173736e-001
4.821549946989806e-007	-4.169075e-001
4.831549946989806e-007	-4.162187e-001
4.841549946989806e-007	-4.151800e-001
4.851549946989805e-007	-4.135572e-001
4.861549946989805e-007	-4.108787e-001
4.871549946989805e-007	-4.066995e-001
4.876536949724667e-007	-4.036239e-001
4.880707543341688e-007	-4.001255e-001
4.884976324784409e-007	-3.956386e-001
4.890035796650096e-007	-3.892110e-001
4.896355269154524e-007	-3.798327e-001
4.902443554356139e-007	-3.694792e-001
4.911163607456660e-007	-3.527735e-001
4.921163607456659e-007	-3.316315e-001
4.931163607456659e-007	-3.086607e-001
4.941163607456659e-007	-2.841512e-001
4.951163607456659e-007	-2.583968e-001
4.961163607456658e-007	-2.316324e-001
4.971163607456658e-007	-2.040480e-001
4.981163607456658e-007	-1.757988e-001
4.991163607456657e-007	-1.470136e-001
5.001163607456657e-007	-1.178006e-001
5.011163607456657e-007	-8.825281e-002
5.021163607456656e-007	-5.845122e-002
5.031163607456656e-007	-2.846818e-002
5.041163607456656e-007	1.630323e-003
5.051163607456655e-007	3.178292e-002
5.061163607456655e-007	6.193176e-002
5.071163607456655e-007	9.202195e-002
5.081163607456655e-007	1.220007e-001
5.091163607456654e-007	1.518132e-001
5.101163607456654e-007	1.813866e-001
5.111163607456654e-007	2.105589e-001
5.121163607456653e-007	2.388573e-001
5.131163607456653e-007	2.657568e-001
5.135720181471448e-007	2.770015e-001
5.141980383475704e-007	2.908312e-001
5.147685183664983e-007	3.020066e-001
5.153670254166603e-007	3.120202e-001
5.163670254166602e-007	3.259664e-001
5.173670254166602e-007	3.373240e-001
5.183670254166602e-007	3.463643e-001
5.193670254166601e-007	3.536239e-001
5.203670254166601e-007	3.595130e-001
5.213670254166601e-007	3.643416e-001
5.223670254166601e-007	3.683426e-001
5.233670254166600e-007	3.716912e-001
5.243670254166600e-007	3.745188e-001
5.253670254166600e-007	3.769251e-001
5.263670254166599e-007	3.789856e-001
5.273670254166599e-007	3.807586e-001
5.283670254166599e-007	3.822902e-001
5.293670254166598e-007	3.836169e-001
5.303670254166598e-007	3.847688e-001
5.313670254166598e-007	3.857710e-001
5.323670254166598e-007	3.866443e-001
5.333670254166597e-007	3.874063e-001
5.343670254166597e-007	3.880721e-001
5.353670254166597e-007	3.886543e-001
5.363670254166596e-007	3.891641e-001
5.373670254166596e-007	3.896109e-001
5.383670254166596e-007	3.900029e-001
5.393670254166595e-007	3.903472e-001
5.403670254166595e-007	3.906501e-001
5.413670254166595e-007	3.909168e-001
5.423670254166594e-007	3.911520e-001
5.433670254166594e-007	3.913599e-001
5.443670254166594e-007	3.915439e-001
5.453670254166594e-007	3.917071e-001
5.463670254166593e-007	3.918520e-001
5.473670254166593e-007	3.919809e-001
5.483670254166593e-007	3.920955e-001
5.493670254166592e-007	3.921974e-001
5.503670254166592e-007	3.922879e-001
5.513670254166592e-007	3.923679e-001
5.523670254166591e-007	3.924383e-001
5.533670254166591e-007	3.924994e-001
5.543670254166591e-007	3.925517e-001
5.553670254166590e-007	3.925953e-001
5.563670254166590e-007	3.926300e-001
5.573670254166590e-007	3.926556e-001
5.583670254166590e-007	3.926716e-001
5.593670254166589e-007	3.926771e-001
5.603670254166589e-007	3.926711e-001
5.613670254166589e-007	3.926524e-001
5.623670254166588e-007	3.926194e-001
5.633670254166588e-007	3.925700e-001
5.643670254166588e-007	3.925022e-001
5.653670254166587e-007	3.924131e-001
5.663670254166587e-007	3.922997e-001
5.673670254166587e-007	3.921584e-001
5.683670254166586e-007	3.919851e-001
5.693670254166586e-007	3.917753e-001
5.703670254166586e-007	3.915235e-001
5.713670254166586e-007	3.912237e-001
5.723670254166585e-007	3.908690e-001
5.733670254166585e-007	3.904516e-001
5.743670254166585e-007	3.899630e-001
5.753670254166584e-007	3.893937e-001
5.763670254166584e-007	3.887336e-001
5.773670254166584e-007	3.879719e-001
5.783670254166583e-007	3.870972e-001
5.793670254166583e-007	3.860968e-001
5.803670254166583e-007	3.849556e-001
5.813670254166582e-007	3.836540e-001
5.823670254166582e-007	3.821657e-001
5.833670254166582e-007	3.804526e-001
5.843670254166582e-007	3.784566e-001
5.853670254166581e-007	3.760823e-001
5.863670254166581e-007	3.731604e-001
5.873670254166581e-007	3.693562e-001
5.883670254166580e-007	3.640119e-001
5.893670254166580e-007	3.561463e-001
5.903670254166580e-007	3.450141e-001
5.912734922835261e-007	3.318312e-001
5.922734922835261e-007	3.142799e-001
5.932734922835261e-007	2.942429e-001
5.942734922835260e-007	2.721085e-001
5.952734922835260e-007	2.482658e-001
5.962734922835260e-007	2.230329e-001
5.972734922835259e-007	1.966707e-001
5.982734922835259e-007	1.693913e-001
5.992734922835259e-007	1.413693e-001
6.002734922835258e-007	1.127495e-001
6.012734922835258e-007	8.365369e-002
6.022734922835258e-007	5.418638e-002
6.032734922835257e-007	2.443781e-002
6.042734922835257e-007	-5.512571e-003
6.052734922835257e-007	-3.559440e-002
6.062734922835257e-007	-6.574429e-002
6.072734922835256e-007	-9.590427e-002
6.082734922835256e-007	-1.260197e-001
6.092734922835256e-007	-1.560356e-001
6.102734922835255e-007	-1.858856e-001
6.112734922835255e-007	-2.154513e-001
6.122734922835255e-007	-2.445500e-001
6.129875292857690e-007	-2.647273e-001
6.137677907017039e-007	-2.857789e-001
6.144820908783248e-007	-3.038297e-001
6.151603340946041e-007	-3.194629e-001
6.159216121026450e-007	-3.352504e-001
6.164290183711489e-007	-3.446964e-001
6.167942924878280e-007	-3.508065e-001
6.172220626751950e-007	-3.573525e-001
6.175248740436563e-007	-3.616071e-001
6.179195738478150e-007	-3.666722e-001
6.183446069436498e-007	-3.716377e-001
6.188326633802669e-007	-3.767429e-001
6.194202356439762e-007	-3.821374e-001
6.201746238309166e-007	-3.880613e-001
6.210522909890444e-007	-3.937817e-001
6.220522909890444e-007	-3.990458e-001
6.230522909890443e-007	-4.032213e-001
6.240522909890443e-007	-4.064960e-001
6.250522909890443e-007	-4.090586e-001
6.260522909890442e-007	-4.110598e-001
6.270522909890442e-007	-4.126200e-001
6.280522909890442e-007	-4.138345e-001
6.290522909890441e-007	-4.147791e-001
6.300522909890441e-007	-4.155132e-001
6.310522909890441e-007	-4.160835e-001
6.320522909890441e-007	-4.165267e-001
6.330522909890440e-007	-4.168712e-001
6.340522909890440e-007	-4.171395e-001
6.350522909890440e-007	-4.173487e-001
6.360522909890439e-007	-4.175124e-001
6.370522909890439e-007	-4.176409e-001
6.380522909890439e-007	-4.177423e-001
6.390522909890438e-007	-4.178228e-001
6.400522909890438e-007	-4.178872e-001
6.410522909890438e-007	-4.179393e-001
6.420522909890437e-007	-4.179818e-001
