i1	1/d(V(G))
1.552000999999969e-003	3.168502e-002
1.553000999999969e-003	3.171496e-002
1.554000999999969e-003	3.171496e-002
1.555000999999968e-003	3.171496e-002
1.556000999999968e-003	3.174497e-002
1.557000999999968e-003	3.177503e-002
1.558000999999968e-003	3.180515e-002
1.559000999999968e-003	3.183532e-002
1.560000999999968e-003	3.183532e-002
1.561000999999968e-003	3.183532e-002
1.562000999999968e-003	3.186556e-002
1.563000999999968e-003	3.186556e-002
1.564000999999968e-003	3.189585e-002
1.565000999999968e-003	3.192620e-002
1.566000999999968e-003	3.192620e-002
1.567000999999967e-003	3.195660e-002
1.568000999999967e-003	3.195660e-002
1.569000999999967e-003	3.198707e-002
1.570000999999967e-003	3.201759e-002
1.571000999999967e-003	3.201759e-002
1.572000999999967e-003	3.201759e-002
1.573000999999967e-003	3.204817e-002
1.574000999999967e-003	3.207881e-002
1.575000999999967e-003	3.210950e-002
1.576000999999967e-003	3.210950e-002
1.577000999999967e-003	3.210950e-002
1.578000999999967e-003	3.214026e-002
1.579000999999966e-003	3.217108e-002
1.580000999999966e-003	3.220195e-002
1.581000999999966e-003	3.220195e-002
1.582000999999966e-003	3.220195e-002
1.583000999999966e-003	3.220195e-002
1.584000999999966e-003	3.223288e-002
1.585000999999966e-003	3.229493e-002
1.586000999999966e-003	3.229493e-002
1.587000999999966e-003	3.229493e-002
1.588000999999966e-003	3.232604e-002
1.589000999999966e-003	3.232604e-002
1.590000999999966e-003	3.235722e-002
1.591000999999965e-003	3.238845e-002
1.592000999999965e-003	3.238845e-002
1.593000999999965e-003	3.238845e-002
1.594000999999965e-003	3.241974e-002
1.595000999999965e-003	3.245109e-002
1.596000999999965e-003	3.245109e-002
1.597000999999965e-003	3.248251e-002
1.598000999999965e-003	3.248251e-002
1.599000999999965e-003	3.248251e-002
1.600000999999965e-003	3.254552e-002
1.601000999999965e-003	3.254552e-002
1.602000999999965e-003	3.254552e-002
1.603000999999964e-003	3.260878e-002
1.604000999999964e-003	3.260878e-002
1.605000999999964e-003	3.260878e-002
1.606000999999964e-003	3.264050e-002
1.607000999999964e-003	3.264050e-002
1.608000999999964e-003	3.267228e-002
1.609000999999964e-003	3.270412e-002
1.610000999999964e-003	3.270412e-002
1.611000999999964e-003	3.270412e-002
1.612000999999964e-003	3.273603e-002
1.613000999999964e-003	3.276800e-002
1.614000999999964e-003	3.276800e-002
1.615000999999963e-003	3.276800e-002
1.616000999999963e-003	3.280003e-002
1.617000999999963e-003	3.283213e-002
1.618000999999963e-003	3.283213e-002
1.619000999999963e-003	3.286428e-002
1.620000999999963e-003	3.289650e-002
1.621000999999963e-003	3.289650e-002
1.622000999999963e-003	3.289650e-002
1.623000999999963e-003	3.292879e-002
1.624000999999963e-003	3.296113e-002
1.625000999999963e-003	3.296113e-002
1.626000999999963e-003	3.299354e-002
1.627000999999962e-003	3.299354e-002
1.628000999999962e-003	3.299354e-002
1.629000999999962e-003	3.302602e-002
1.630000999999962e-003	3.305855e-002
1.631000999999962e-003	3.309116e-002
1.632000999999962e-003	3.309116e-002
1.633000999999962e-003	3.309116e-002
1.634000999999962e-003	3.312382e-002
1.635000999999962e-003	3.315655e-002
1.636000999999962e-003	3.315655e-002
1.637000999999962e-003	3.315655e-002
1.638000999999961e-003	3.318935e-002
1.639000999999961e-003	3.322221e-002
1.640000999999961e-003	3.322221e-002
1.641000999999961e-003	3.322221e-002
1.642000999999961e-003	3.325514e-002
1.643000999999961e-003	3.328813e-002
1.644000999999961e-003	3.328813e-002
1.645000999999961e-003	3.332118e-002
1.646000999999961e-003	3.332118e-002
1.647000999999961e-003	3.332118e-002
1.648000999999961e-003	3.338749e-002
1.649000999999961e-003	3.338749e-002
1.650000999999960e-003	3.338749e-002
1.651000999999960e-003	3.342075e-002
1.652000999999960e-003	3.342075e-002
1.653000999999960e-003	3.345407e-002
1.654000999999960e-003	3.348746e-002
1.655000999999960e-003	3.348746e-002
1.656000999999960e-003	3.348746e-002
1.657000999999960e-003	3.352091e-002
1.658000999999960e-003	3.355443e-002
1.659000999999960e-003	3.355443e-002
1.660000999999960e-003	3.355443e-002
1.661000999999960e-003	3.358802e-002
1.662000999999959e-003	3.362168e-002
1.663000999999959e-003	3.362168e-002
1.664000999999959e-003	3.362168e-002
1.665000999999959e-003	3.365540e-002
1.666000999999959e-003	3.368919e-002
1.667000999999959e-003	3.368919e-002
1.668000999999959e-003	3.368919e-002
1.669000999999959e-003	3.372305e-002
1.670000999999959e-003	3.375697e-002
1.671000999999959e-003	3.375697e-002
1.672000999999959e-003	3.379097e-002
1.673000999999959e-003	3.379097e-002
1.674000999999958e-003	3.379097e-002
1.675000999999958e-003	3.385916e-002
1.676000999999958e-003	3.385916e-002
1.677000999999958e-003	3.385916e-002
1.678000999999958e-003	3.389337e-002
1.679000999999958e-003	3.389337e-002
1.680000999999958e-003	3.389337e-002
1.681000999999958e-003	3.392764e-002
1.682000999999958e-003	3.396198e-002
1.683000999999958e-003	3.396198e-002
1.684000999999958e-003	3.399639e-002
1.685000999999958e-003	3.399639e-002
1.686000999999957e-003	3.399639e-002
1.687000999999957e-003	3.406541e-002
1.688000999999957e-003	3.406541e-002
1.689000999999957e-003	3.406541e-002
1.690000999999957e-003	3.410003e-002
1.691000999999957e-003	3.410003e-002
1.692000999999957e-003	3.410003e-002
1.693000999999957e-003	3.413472e-002
1.694000999999957e-003	3.416948e-002
1.695000999999957e-003	3.416948e-002
1.696000999999957e-003	3.420431e-002
1.697000999999957e-003	3.420431e-002
1.698000999999956e-003	3.420431e-002
1.699000999999956e-003	3.427419e-002
1.700000999999956e-003	3.427419e-002
1.701000999999956e-003	3.427419e-002
1.702000999999956e-003	3.430924e-002
1.703000999999956e-003	3.430924e-002
1.704000999999956e-003	3.430924e-002
1.705000999999956e-003	3.434435e-002
1.706000999999956e-003	3.437954e-002
1.707000999999956e-003	3.437954e-002
1.708000999999956e-003	3.437954e-002
1.709000999999956e-003	3.441480e-002
1.710000999999955e-003	3.445014e-002
1.711000999999955e-003	3.445014e-002
1.712000999999955e-003	3.445014e-002
1.713000999999955e-003	3.448554e-002
1.714000999999955e-003	3.452102e-002
1.715000999999955e-003	3.452102e-002
1.716000999999955e-003	3.452102e-002
1.717000999999955e-003	3.455657e-002
1.718000999999955e-003	3.455657e-002
1.719000999999955e-003	3.455657e-002
1.720000999999955e-003	3.462790e-002
1.721000999999955e-003	3.462790e-002
1.722000999999954e-003	3.462790e-002
1.723000999999954e-003	3.466367e-002
1.724000999999954e-003	3.466367e-002
1.725000999999954e-003	3.469952e-002
1.726000999999954e-003	3.469952e-002
1.727000999999954e-003	3.469952e-002
1.728000999999954e-003	3.477143e-002
1.729000999999954e-003	3.477143e-002
1.730000999999954e-003	3.477143e-002
1.731000999999954e-003	3.480750e-002
1.732000999999954e-003	3.480750e-002
1.733000999999954e-003	3.480750e-002
1.734000999999953e-003	3.484365e-002
1.735000999999953e-003	3.487987e-002
1.736000999999953e-003	3.487987e-002
1.737000999999953e-003	3.487987e-002
1.738000999999953e-003	3.491616e-002
1.739000999999953e-003	3.491616e-002
1.740000999999953e-003	3.491616e-002
1.741000999999953e-003	3.498898e-002
1.742000999999953e-003	3.498898e-002
1.743000999999953e-003	3.498898e-002
1.744000999999953e-003	3.502550e-002
1.745000999999952e-003	3.502550e-002
1.746000999999952e-003	3.502550e-002
1.747000999999952e-003	3.506210e-002
1.748000999999952e-003	3.509878e-002
1.749000999999952e-003	3.509878e-002
1.750000999999952e-003	3.509878e-002
1.751000999999952e-003	3.513553e-002
1.752000999999952e-003	3.517236e-002
1.753000999999952e-003	3.517236e-002
1.754000999999952e-003	3.517236e-002
1.755000999999952e-003	3.520927e-002
1.756000999999952e-003	3.520927e-002
1.757000999999951e-003	3.520927e-002
1.758000999999951e-003	3.528331e-002
1.759000999999951e-003	3.528331e-002
1.760000999999951e-003	3.528331e-002
1.761000999999951e-003	3.532045e-002
1.762000999999951e-003	3.532045e-002
1.763000999999951e-003	3.532045e-002
1.764000999999951e-003	3.535767e-002
1.765000999999951e-003	3.535767e-002
1.766000999999951e-003	3.535767e-002
1.767000999999951e-003	3.543235e-002
1.768000999999951e-003	3.543235e-002
1.769000999999950e-003	3.543235e-002
1.770000999999950e-003	3.546980e-002
1.771000999999950e-003	3.546980e-002
1.772000999999950e-003	3.546980e-002
1.773000999999950e-003	3.550734e-002
1.774000999999950e-003	3.554495e-002
1.775000999999950e-003	3.554495e-002
1.776000999999950e-003	3.554495e-002
1.777000999999950e-003	3.558264e-002
1.778000999999950e-003	3.562042e-002
1.779000999999950e-003	3.558264e-002
1.780000999999950e-003	3.562042e-002
1.781000999999949e-003	3.565827e-002
1.782000999999949e-003	3.565827e-002
1.783000999999949e-003	3.569620e-002
1.784000999999949e-003	3.569620e-002
1.785000999999949e-003	3.569620e-002
1.786000999999949e-003	3.573422e-002
1.787000999999949e-003	3.573422e-002
1.788000999999949e-003	3.573422e-002
1.789000999999949e-003	3.577232e-002
1.790000999999949e-003	3.581049e-002
1.791000999999949e-003	3.584875e-002
1.792000999999949e-003	3.581049e-002
1.793000999999948e-003	3.581049e-002
1.794000999999948e-003	3.588709e-002
1.795000999999948e-003	3.588709e-002
1.796000999999948e-003	3.588709e-002
1.797000999999948e-003	3.592552e-002
1.798000999999948e-003	3.592552e-002
1.799000999999948e-003	3.596402e-002
1.800000999999948e-003	3.596402e-002
1.801000999999948e-003	3.596402e-002
1.802000999999948e-003	3.600261e-002
1.803000999999948e-003	3.600261e-002
1.804000999999948e-003	3.604128e-002
1.805000999999947e-003	3.608003e-002
1.806000999999947e-003	3.608003e-002
1.807000999999947e-003	3.608003e-002
1.808000999999947e-003	3.608003e-002
1.809000999999947e-003	3.611887e-002
1.810000999999947e-003	3.611887e-002
1.811000999999947e-003	3.615779e-002
1.812000999999947e-003	3.619680e-002
1.813000999999947e-003	3.615779e-002
1.814000999999947e-003	3.619680e-002
1.815000999999947e-003	3.623589e-002
1.816000999999947e-003	3.623589e-002
1.817000999999946e-003	3.623589e-002
1.818000999999946e-003	3.627506e-002
1.819000999999946e-003	3.627506e-002
1.820000999999946e-003	3.627506e-002
1.821000999999946e-003	3.635366e-002
1.822000999999946e-003	3.635366e-002
1.823000999999946e-003	3.635366e-002
1.824000999999946e-003	3.635366e-002
1.825000999999946e-003	3.635366e-002
1.826000999999946e-003	3.643261e-002
1.827000999999946e-003	3.643261e-002
1.828000999999946e-003	3.643261e-002
1.829000999999945e-003	3.647221e-002
1.830000999999945e-003	3.647221e-002
1.831000999999945e-003	3.647221e-002
1.832000999999945e-003	3.651190e-002
1.833000999999945e-003	3.651190e-002
1.834000999999945e-003	3.651190e-002
1.835000999999945e-003	3.655167e-002
1.836000999999945e-003	3.659153e-002
1.837000999999945e-003	3.659153e-002
1.838000999999945e-003	3.659153e-002
1.839000999999945e-003	3.663148e-002
1.840000999999945e-003	3.663148e-002
1.841000999999944e-003	3.667151e-002
1.842000999999944e-003	3.667151e-002
1.843000999999944e-003	3.667151e-002
1.844000999999944e-003	3.671163e-002
1.845000999999944e-003	3.671163e-002
1.846000999999944e-003	3.675184e-002
1.847000999999944e-003	3.679214e-002
1.848000999999944e-003	3.675184e-002
1.849000999999944e-003	3.679214e-002
1.850000999999944e-003	3.683253e-002
1.851000999999944e-003	3.679214e-002
1.852000999999943e-003	3.683253e-002
1.853000999999943e-003	3.687300e-002
1.854000999999943e-003	3.687300e-002
1.855000999999943e-003	3.687300e-002
1.856000999999943e-003	3.691357e-002
1.857000999999943e-003	3.695422e-002
1.858000999999943e-003	3.695422e-002
1.859000999999943e-003	3.695422e-002
1.860000999999943e-003	3.695422e-002
1.861000999999943e-003	3.699496e-002
1.862000999999943e-003	3.699496e-002
1.863000999999943e-003	3.699496e-002
1.864000999999942e-003	3.707672e-002
1.865000999999942e-003	3.707672e-002
1.866000999999942e-003	3.707672e-002
1.867000999999942e-003	3.707672e-002
1.868000999999942e-003	3.707672e-002
1.869000999999942e-003	3.715884e-002
1.870000999999942e-003	3.715884e-002
1.871000999999942e-003	3.715884e-002
1.872000999999942e-003	3.715884e-002
1.873000999999942e-003	3.715884e-002
1.874000999999942e-003	3.724132e-002
1.875000999999942e-003	3.724132e-002
1.876000999999941e-003	3.724132e-002
1.877000999999941e-003	3.724132e-002
1.878000999999941e-003	3.724132e-002
1.879000999999941e-003	3.732417e-002
1.880000999999941e-003	3.732417e-002
1.881000999999941e-003	3.732417e-002
1.882000999999941e-003	3.732417e-002
1.883000999999941e-003	3.732417e-002
1.884000999999941e-003	3.740739e-002
1.885000999999941e-003	3.740739e-002
1.886000999999941e-003	3.740739e-002
1.887000999999941e-003	3.744914e-002
1.888000999999940e-003	3.744914e-002
1.889000999999940e-003	3.744914e-002
1.890000999999940e-003	3.744914e-002
1.891000999999940e-003	3.749099e-002
1.892000999999940e-003	3.753292e-002
1.893000999999940e-003	3.753292e-002
1.894000999999940e-003	3.753292e-002
1.895000999999940e-003	3.753292e-002
1.896000999999940e-003	3.757495e-002
1.897000999999940e-003	3.761708e-002
1.898000999999940e-003	3.761708e-002
1.899000999999940e-003	3.761708e-002
1.900000999999939e-003	3.761708e-002
1.901000999999939e-003	3.765930e-002
1.902000999999939e-003	3.770161e-002
1.903000999999939e-003	3.770161e-002
1.904000999999939e-003	3.770161e-002
1.905000999999939e-003	3.770161e-002
1.906000999999939e-003	3.774402e-002
1.907000999999939e-003	3.778652e-002
1.908000999999939e-003	3.778652e-002
1.909000999999939e-003	3.778652e-002
1.910000999999939e-003	3.778652e-002
1.911000999999939e-003	3.782912e-002
1.912000999999938e-003	3.782912e-002
1.913000999999938e-003	3.782912e-002
1.914000999999938e-003	3.787182e-002
1.915000999999938e-003	3.791461e-002
1.916000999999938e-003	3.791461e-002
1.917000999999938e-003	3.791461e-002
1.918000999999938e-003	3.795750e-002
1.919000999999938e-003	3.795750e-002
1.920000999999938e-003	3.795750e-002
1.921000999999938e-003	3.800049e-002
1.922000999999938e-003	3.804357e-002
1.923000999999938e-003	3.800049e-002
1.924000999999937e-003	3.800049e-002
1.925000999999937e-003	3.808676e-002
1.926000999999937e-003	3.808676e-002
1.927000999999937e-003	3.808676e-002
1.928000999999937e-003	3.813004e-002
1.929000999999937e-003	3.813004e-002
1.930000999999937e-003	3.813004e-002
1.931000999999937e-003	3.813004e-002
1.932000999999937e-003	3.817342e-002
1.933000999999937e-003	3.821689e-002
1.934000999999937e-003	3.821689e-002
1.935000999999937e-003	3.821689e-002
1.936000999999936e-003	3.821689e-002
1.937000999999936e-003	3.826047e-002
1.938000999999936e-003	3.826047e-002
1.939000999999936e-003	3.826047e-002
1.940000999999936e-003	3.830415e-002
1.941000999999936e-003	3.834792e-002
1.942000999999936e-003	3.834792e-002
1.943000999999936e-003	3.834792e-002
1.944000999999936e-003	3.839180e-002
1.945000999999936e-003	3.839180e-002
1.946000999999936e-003	3.839180e-002
1.947000999999936e-003	3.843578e-002
1.948000999999935e-003	3.843578e-002
1.949000999999935e-003	3.843578e-002
1.950000999999935e-003	3.847985e-002
1.951000999999935e-003	3.847985e-002
1.952000999999935e-003	3.852403e-002
1.953000999999935e-003	3.852403e-002
1.954000999999935e-003	3.852403e-002
1.955000999999935e-003	3.856831e-002
1.956000999999935e-003	3.856831e-002
1.957000999999935e-003	3.856831e-002
1.958000999999935e-003	3.861270e-002
1.959000999999936e-003	3.861270e-002
1.960000999999936e-003	3.861270e-002
1.961000999999936e-003	3.865718e-002
1.962000999999936e-003	3.865718e-002
1.963000999999936e-003	3.870177e-002
1.964000999999936e-003	3.870177e-002
1.965000999999936e-003	3.870177e-002
1.966000999999937e-003	3.874646e-002
1.967000999999937e-003	3.874646e-002
1.968000999999937e-003	3.879125e-002
1.969000999999937e-003	3.879125e-002
1.970000999999937e-003	3.879125e-002
1.971000999999937e-003	3.883615e-002
1.972000999999937e-003	3.883615e-002
1.973000999999937e-003	3.883615e-002
1.974000999999938e-003	3.888115e-002
1.975000999999938e-003	3.888115e-002
1.976000999999938e-003	3.888115e-002
1.977000999999938e-003	3.892626e-002
1.978000999999938e-003	3.892626e-002
1.979000999999938e-003	3.892626e-002
1.980000999999938e-003	3.897147e-002
1.981000999999938e-003	3.901678e-002
1.982000999999939e-003	3.901678e-002
1.983000999999939e-003	3.901678e-002
1.984000999999939e-003	3.901678e-002
1.985000999999939e-003	3.901678e-002
1.986000999999939e-003	3.906220e-002
1.987000999999939e-003	3.910773e-002
1.988000999999939e-003	3.910773e-002
1.989000999999940e-003	3.910773e-002
1.990000999999940e-003	3.910773e-002
1.991000999999940e-003	3.915336e-002
1.992000999999940e-003	3.915336e-002
1.993000999999940e-003	3.915336e-002
1.994000999999940e-003	3.919910e-002
1.995000999999940e-003	3.919910e-002
1.996000999999940e-003	3.924495e-002
1.997000999999941e-003	3.924495e-002
1.998000999999941e-003	3.924495e-002
1.999000999999941e-003	3.929090e-002
2.000000999999941e-003	3.929090e-002
2.001000999999941e-003	3.929090e-002
2.002000999999941e-003	3.933697e-002
2.003000999999941e-003	3.938314e-002
2.004000999999942e-003	3.933697e-002
2.005000999999942e-003	3.933697e-002
2.006000999999942e-003	3.942941e-002
2.007000999999942e-003	3.942941e-002
2.008000999999942e-003	3.942941e-002
2.009000999999942e-003	3.942941e-002
2.010000999999942e-003	3.942941e-002
2.011000999999942e-003	3.947580e-002
2.012000999999943e-003	3.947580e-002
2.013000999999943e-003	3.952230e-002
2.014000999999943e-003	3.952230e-002
2.015000999999943e-003	3.952230e-002
2.016000999999943e-003	3.956891e-002
2.017000999999943e-003	3.956891e-002
2.018000999999943e-003	3.961562e-002
2.019000999999944e-003	3.961562e-002
2.020000999999944e-003	3.961562e-002
2.021000999999944e-003	3.961562e-002
2.022000999999944e-003	3.961562e-002
2.023000999999944e-003	3.970939e-002
2.024000999999944e-003	3.970939e-002
2.025000999999944e-003	3.966245e-002
2.026000999999944e-003	3.970939e-002
2.027000999999945e-003	3.975644e-002
2.028000999999945e-003	3.975644e-002
2.029000999999945e-003	3.975644e-002
2.030000999999945e-003	3.980360e-002
2.031000999999945e-003	3.980360e-002
2.032000999999945e-003	3.980360e-002
2.033000999999945e-003	3.985087e-002
2.034000999999946e-003	3.985087e-002
2.035000999999946e-003	3.985087e-002
2.036000999999946e-003	3.985087e-002
2.037000999999946e-003	3.989825e-002
2.038000999999946e-003	3.994575e-002
2.039000999999946e-003	3.994575e-002
2.040000999999946e-003	3.994575e-002
2.041000999999946e-003	3.994575e-002
2.042000999999947e-003	3.994575e-002
2.043000999999947e-003	3.999336e-002
2.044000999999947e-003	4.004109e-002
2.045000999999947e-003	4.004109e-002
2.046000999999947e-003	4.004109e-002
2.047000999999947e-003	4.004109e-002
2.048000999999947e-003	4.008893e-002
2.049000999999948e-003	4.008893e-002
2.050000999999948e-003	4.008893e-002
2.051000999999948e-003	4.013688e-002
2.052000999999948e-003	4.013688e-002
2.053000999999948e-003	4.013688e-002
2.054000999999948e-003	4.018495e-002
2.055000999999948e-003	4.023313e-002
2.056000999999948e-003	4.018495e-002
2.057000999999949e-003	4.018495e-002
2.058000999999949e-003	4.028143e-002
2.059000999999949e-003	4.028143e-002
2.060000999999949e-003	4.023313e-002
2.061000999999949e-003	4.028143e-002
2.062000999999949e-003	4.032985e-002
2.063000999999949e-003	4.032985e-002
2.064000999999950e-003	4.032985e-002
2.065000999999950e-003	4.032985e-002
2.066000999999950e-003	4.037838e-002
2.067000999999950e-003	4.037838e-002
2.068000999999950e-003	4.037838e-002
2.069000999999950e-003	4.042703e-002
2.070000999999950e-003	4.042703e-002
2.071000999999950e-003	4.047579e-002
2.072000999999951e-003	4.047579e-002
2.073000999999951e-003	4.047579e-002
2.074000999999951e-003	4.052468e-002
2.075000999999951e-003	4.052468e-002
2.076000999999951e-003	4.052468e-002
2.077000999999951e-003	4.052468e-002
2.078000999999951e-003	4.057368e-002
2.079000999999952e-003	4.057368e-002
2.080000999999952e-003	4.057368e-002
2.081000999999952e-003	4.062280e-002
2.082000999999952e-003	4.062280e-002
2.083000999999952e-003	4.062280e-002
2.084000999999952e-003	4.067204e-002
2.085000999999952e-003	4.067204e-002
2.086000999999952e-003	4.067204e-002
2.087000999999953e-003	4.072140e-002
2.088000999999953e-003	4.072140e-002
2.089000999999953e-003	4.077088e-002
2.090000999999953e-003	4.077088e-002
2.091000999999953e-003	4.077088e-002
2.092000999999953e-003	4.077088e-002
2.093000999999953e-003	4.077088e-002
2.094000999999953e-003	4.082048e-002
2.095000999999954e-003	4.087020e-002
2.096000999999954e-003	4.087020e-002
2.097000999999954e-003	4.087020e-002
2.098000999999954e-003	4.087020e-002
2.099000999999954e-003	4.087020e-002
2.100000999999954e-003	4.092004e-002
2.101000999999954e-003	4.097000e-002
2.102000999999955e-003	4.097000e-002
2.103000999999955e-003	4.097000e-002
2.104000999999955e-003	4.097000e-002
2.105000999999955e-003	4.097000e-002
2.106000999999955e-003	4.102009e-002
2.107000999999955e-003	4.102009e-002
2.108000999999955e-003	4.107030e-002
2.109000999999955e-003	4.107030e-002
2.110000999999956e-003	4.107030e-002
2.111000999999956e-003	4.112063e-002
2.112000999999956e-003	4.112063e-002
2.113000999999956e-003	4.112063e-002
2.114000999999956e-003	4.112063e-002
2.115000999999956e-003	4.117108e-002
2.116000999999956e-003	4.117108e-002
2.117000999999957e-003	4.117108e-002
2.118000999999957e-003	4.122166e-002
2.119000999999957e-003	4.122166e-002
2.120000999999957e-003	4.127236e-002
2.121000999999957e-003	4.127236e-002
2.122000999999957e-003	4.127236e-002
2.123000999999957e-003	4.127236e-002
2.124000999999957e-003	4.127236e-002
2.125000999999958e-003	4.132319e-002
2.126000999999958e-003	4.132319e-002
2.127000999999958e-003	4.137415e-002
2.128000999999958e-003	4.137415e-002
2.129000999999958e-003	4.137415e-002
2.130000999999958e-003	4.142522e-002
2.131000999999958e-003	4.142522e-002
2.132000999999959e-003	4.142522e-002
2.133000999999959e-003	4.142522e-002
2.134000999999959e-003	4.147643e-002
2.135000999999959e-003	4.147643e-002
2.136000999999959e-003	4.147643e-002
2.137000999999959e-003	4.152776e-002
2.138000999999959e-003	4.152776e-002
2.139000999999959e-003	4.157922e-002
2.140000999999960e-003	4.157922e-002
2.141000999999960e-003	4.157922e-002
2.142000999999960e-003	4.157922e-002
2.143000999999960e-003	4.157922e-002
2.144000999999960e-003	4.163081e-002
2.145000999999960e-003	4.163081e-002
2.146000999999960e-003	4.168252e-002
2.147000999999961e-003	4.168252e-002
2.148000999999961e-003	4.168252e-002
2.149000999999961e-003	4.173437e-002
2.150000999999961e-003	4.173437e-002
2.151000999999961e-003	4.173437e-002
2.152000999999961e-003	4.173437e-002
2.153000999999961e-003	4.173437e-002
2.154000999999961e-003	4.178634e-002
2.155000999999962e-003	4.183844e-002
2.156000999999962e-003	4.183844e-002
2.157000999999962e-003	4.183844e-002
2.158000999999962e-003	4.183844e-002
2.159000999999962e-003	4.183844e-002
2.160000999999962e-003	4.189068e-002
2.161000999999962e-003	4.189068e-002
2.162000999999963e-003	4.189068e-002
2.163000999999963e-003	4.194304e-002
2.164000999999963e-003	4.194304e-002
2.165000999999963e-003	4.194304e-002
2.166000999999963e-003	4.199553e-002
2.167000999999963e-003	4.199553e-002
2.168000999999963e-003	4.199553e-002
2.169000999999963e-003	4.204816e-002
2.170000999999964e-003	4.204816e-002
2.171000999999964e-003	4.204816e-002
2.172000999999964e-003	4.204816e-002
2.173000999999964e-003	4.210092e-002
2.174000999999964e-003	4.215381e-002
2.175000999999964e-003	4.210092e-002
2.176000999999964e-003	4.210092e-002
2.177000999999965e-003	4.215381e-002
2.178000999999965e-003	4.215381e-002
2.179000999999965e-003	4.220683e-002
2.180000999999965e-003	4.220683e-002
2.181000999999965e-003	4.220683e-002
2.182000999999965e-003	4.225999e-002
2.183000999999965e-003	4.225999e-002
2.184000999999965e-003	4.225999e-002
2.185000999999966e-003	4.225999e-002
2.186000999999966e-003	4.231328e-002
2.187000999999966e-003	4.231328e-002
2.188000999999966e-003	4.231328e-002
2.189000999999966e-003	4.236671e-002
2.190000999999966e-003	4.236671e-002
2.191000999999966e-003	4.236671e-002
2.192000999999967e-003	4.236671e-002
2.193000999999967e-003	4.242027e-002
2.194000999999967e-003	4.242027e-002
2.195000999999967e-003	4.242027e-002
2.196000999999967e-003	4.247396e-002
2.197000999999967e-003	4.247396e-002
2.198000999999967e-003	4.247396e-002
2.199000999999967e-003	4.252780e-002
2.200000999999968e-003	4.252780e-002
2.201000999999968e-003	4.252780e-002
2.202000999999968e-003	4.258177e-002
2.203000999999968e-003	4.258177e-002
2.204000999999968e-003	4.258177e-002
2.205000999999968e-003	4.258177e-002
2.206000999999968e-003	4.258177e-002
2.207000999999968e-003	4.263587e-002
2.208000999999969e-003	4.263587e-002
2.209000999999969e-003	4.263587e-002
2.210000999999969e-003	4.269012e-002
2.211000999999969e-003	4.269012e-002
2.212000999999969e-003	4.274450e-002
2.213000999999969e-003	4.274450e-002
2.214000999999969e-003	4.269012e-002
2.215000999999970e-003	4.274450e-002
2.216000999999970e-003	4.279902e-002
2.217000999999970e-003	4.279902e-002
2.218000999999970e-003	4.279902e-002
2.219000999999970e-003	4.279902e-002
2.220000999999970e-003	4.285368e-002
2.221000999999970e-003	4.285368e-002
2.222000999999970e-003	4.285368e-002
2.223000999999971e-003	4.290848e-002
2.224000999999971e-003	4.290848e-002
2.225000999999971e-003	4.290848e-002
2.226000999999971e-003	4.290848e-002
2.227000999999971e-003	4.296342e-002
2.228000999999971e-003	4.296342e-002
2.229000999999971e-003	4.296342e-002
2.230000999999972e-003	4.301850e-002
2.231000999999972e-003	4.301850e-002
2.232000999999972e-003	4.301850e-002
2.233000999999972e-003	4.301850e-002
2.234000999999972e-003	4.307373e-002
2.235000999999972e-003	4.307373e-002
2.236000999999972e-003	4.307373e-002
2.237000999999972e-003	4.312909e-002
2.238000999999973e-003	4.312909e-002
2.239000999999973e-003	4.312909e-002
2.240000999999973e-003	4.312909e-002
2.241000999999973e-003	4.318460e-002
2.242000999999973e-003	4.318460e-002
2.243000999999973e-003	4.318460e-002
2.244000999999973e-003	4.324025e-002
2.245000999999974e-003	4.324025e-002
2.246000999999974e-003	4.324025e-002
2.247000999999974e-003	4.324025e-002
2.248000999999974e-003	4.329604e-002
2.249000999999974e-003	4.329604e-002
2.250000999999974e-003	4.329604e-002
2.251000999999974e-003	4.335198e-002
2.252000999999974e-003	4.335198e-002
2.253000999999975e-003	4.335198e-002
2.254000999999975e-003	4.335198e-002
2.255000999999975e-003	4.340806e-002
2.256000999999975e-003	4.340806e-002
2.257000999999975e-003	4.340806e-002
2.258000999999975e-003	4.346429e-002
2.259000999999975e-003	4.346429e-002
2.260000999999976e-003	4.346429e-002
2.261000999999976e-003	4.346429e-002
2.262000999999976e-003	4.346429e-002
2.263000999999976e-003	4.352066e-002
2.264000999999976e-003	4.352066e-002
2.265000999999976e-003	4.352066e-002
2.266000999999976e-003	4.357718e-002
2.267000999999976e-003	4.357718e-002
2.268000999999977e-003	4.363385e-002
2.269000999999977e-003	4.363385e-002
2.270000999999977e-003	4.357718e-002
2.271000999999977e-003	4.363385e-002
2.272000999999977e-003	4.369067e-002
2.273000999999977e-003	4.369067e-002
2.274000999999977e-003	4.369067e-002
2.275000999999978e-003	4.369067e-002
2.276000999999978e-003	4.369067e-002
2.277000999999978e-003	4.374763e-002
2.278000999999978e-003	4.374763e-002
2.279000999999978e-003	4.374763e-002
2.280000999999978e-003	4.380474e-002
2.281000999999978e-003	4.380474e-002
2.282000999999978e-003	4.380474e-002
2.283000999999979e-003	4.380474e-002
2.284000999999979e-003	4.386200e-002
2.285000999999979e-003	4.386200e-002
2.286000999999979e-003	4.386200e-002
2.287000999999979e-003	4.391941e-002
